row_id,worksheet_version,review_pool_variant,paper_id,openalex_work_id,work_id,title,year,citation_count,source_slug,topics,abstract_preview,sample_reason,cluster_id,relevance_label,novelty_label,bridge_like_label,reviewer_notes
099ead749e1c3b039be5e29bfe44f5742ddbfd7638aa9b5637e5bfbf9f975bf6,ml-transfer-gap-review-v1,ml_transfer_gap_audit,https://openalex.org/W7125719236,W7125719236,W7125719236,Study on the path of combining music and digital health technology to promote the health of older adult groups,2026,0,frontiers_in_public_health,Machine Learning in Healthcare;Digital Mental Health Interventions;Music Therapy and Health,"Objective: As the global population ages, non-pharmacological interventions such as personalized music therapy show promise for wellbeing in older adults. We propose the Fusion-Attentive Temporal Network (FAT-Net). This dual-stream model processes minute level heart-rate and music on/off data alongside daily summary features to predict a composite health...",transfer_gap_external_blind_balance,ext,,,,
0d4a2a25d0cb237ccd80c9904315f7caa35d7ba887f1836cafb927863f8e7b74,ml-transfer-gap-review-v1,ml_transfer_gap_audit,https://openalex.org/W7131244099,W7131244099,W7131244099,Artificial intelligence in digital service ecosystems-Towards a taxonomy and archetypes,2026,1,electronic_markets,Service and Product Innovation;AI in Service Interactions;Persona Design and Applications,"Abstract Traditional dyadic customer-provider interactions are being shifted to polyadic interactions involving diverse participants in digital service ecosystems. Especially, artificial intelligence (AI) is increasingly integrated into these ecosystems, so that they comprise non-human participants (e.g., AI-based chatbots)-fundamentally altering the natu...",transfer_gap_good_or_acceptable_balance,ext,,,,
0fec4ce17848698cdbabe56562d03ee408a0cbc13841545f18c49b99036074a7,ml-transfer-gap-review-v1,ml_transfer_gap_audit,https://openalex.org/W7131104046,W7131104046,W7131104046,"The Scoping Observations of Interface Design, Persuasive Technologies, and Digital Well Being for User Experience, Ethics, and Regulation",2026,0,international_journal_of_engineering_development_and_research,"Innovative Human-Technology Interaction;Technostress in Professional Settings;Privacy, Security, and Data Protection","The rapid evolution of digital interfaces, algorithmic personalization, and persuasive design techniques has significantly reshaped user experiences across platforms such as streaming services, social media, e-commerce, and mobile applications. While these systems offer efficiency, personalization, and engagement, emerging evidence highlights risks relate...",transfer_gap_external_blind_balance,ext,,,,
12d807c94bac289c37a6f617452502a597eb531fd447e3187e47b76306f747d6,ml-transfer-gap-review-v1,ml_transfer_gap_audit,https://openalex.org/W7130654222,W7130654222,W7130654222,A Large-Scale Empirical Study of LLM Orchestration and Ensemble Strategies for Sentiment Analysis in Recommender Systems,2026,0,future_internet,Sentiment Analysis and Opinion Mining;Recommender Systems and Techniques;Explainable Artificial Intelligence (XAI),This paper presents a comprehensive empirical evaluation comparing meta-model aggregation strategies with traditional ensemble methods and standalone models for sentiment analysis in recommender systems beyond standalone large language model (LLM) performance. We investigate whether aggregating multiple LLMs through a reasoning-based meta-model provides m...,transfer_gap_external_blind_balance,ext,,,,
13839d5dda1292e7210e33e60822662335c329647695b30495fc51464b46a208,ml-transfer-gap-review-v1,ml_transfer_gap_audit,https://openalex.org/W7130600546,W7130600546,W7130600546,"Mapping the consumer mind: A bibliometric-LDA review of neuromarketing's past, present, and future in consumer behavior",2026,0,strategic_business_research,Advanced Technologies in Various Fields;AI in Service Interactions;Consumer Retail Behavior Studies,This review uses an integrated bibliometric-LDA analysis of 341 publications (2008-2025) to summarize two decades of neuromarketing research within the domain of consumer behavior. The bibliometric mapping shows an exponential increase in publications after 2015 with a thematic shift from fundamental cognitive neuroscience to the incorporation of machine...,transfer_gap_external_blind_balance,ext,,,,
13e5db68b745224a4a3c3380dab8f6be8779f4b1fa0e723289bf0c1b9c989f3c,ml-transfer-gap-review-v1,ml_transfer_gap_audit,https://openalex.org/W7130658595,W7130658595,W7130658595,"A Critical Consideration of Contemporary Research on Heuristic Design, Digital Behavior Control, and Immersive Interaction Technologies",2026,0,international_journal_of_versatile_research_and_analysis,Human-Automation Interaction and Safety;Virtual Reality Applications and Impacts;Innovative Human-Technology Interaction,"Recent research in human-computer interaction (HCI) has increasingly focused on persuasive interface design, user autonomy, immersive navigation support, AI-enabled GUI automation, and wellbeing-centered applications. This critical review synthesizes manipulation patterns in UI, spotify usability enhancements, wearable-integrated health monitoring, virtua...",transfer_gap_external_blind_balance,ext,,,,
13ec19bf68d9b8686e6b19af71453e806f56c310f194bdaf8230919161a8a104,ml-transfer-gap-review-v1,ml_transfer_gap_audit,https://openalex.org/W7134249699,W7134249699,W7134249699,Scaling a SaaS Business: The Role of Freemium Models in Converting Free Users to Paying Customers,2026,0,,Digital Platforms and Economics;Service and Product Innovation;Open Source Software Innovations,"The freemium business model has become the dominant go-to-market strategy for software-as-a-service (SaaS) companies, yet the majority of firms employing this approach achieve conversion rates of only two to five percent, raising critical questions about optimal freemium design. This case study examines the freemium strategy evolution of CloudMetrics, an...",transfer_gap_good_or_acceptable_balance,ext,,,,
164fa1682ffcd1215f5b8b99dac7f0f12d059ab0013eeacdf27a939821fd44dc,ml-transfer-gap-review-v1,ml_transfer_gap_audit,https://openalex.org/W7131254726,W7131254726,W7131254726,The conflict between need and fear: how privacy concerns moderate the influence of depression on university students' acceptance of AI music therapy,2026,0,frontiers_in_psychology,Digital Mental Health Interventions;Artificial Intelligence in Healthcare and Education;Music Therapy and Health,"Background: AI-driven music therapy offers a promising, accessible digital intervention for the growing mental health crisis in universities. The ""Deficiency Compensation Hypothesis"" suggests that depression may drive students toward such digital help-seeking. However, the inherent data sensitivity of AI tools triggers the ""Privacy Calculus,"" potentially...",transfer_gap_good_or_acceptable_balance,ext,,,,
22cfe81f235ebeaf047bb9f68b1706b754341362876edee14f93ff79f62424b8,ml-transfer-gap-review-v1,ml_transfer_gap_audit,https://openalex.org/W7134843988,W7134843988,W7134843988,From data to actionable knowledge: AI-AR integration framework for industrial knowledge management,2026,0,applied_intelligence,AI-based Problem Solving and Planning;Digital Transformation in Industry;Big Data and Business Intelligence,"Industrial knowledge management (KM) remains highly fragmented, with knowledge capture, structuring, and application often treated as isolated activities. Conventional approaches depend on static documentation and experience-based practices, which limit their responsiveness in dynamic, operational environments. In this paper, we design a comprehensive fra...",transfer_gap_good_or_acceptable_balance,ext,,,,
283696872f2a27e0bf0e200646ed3dbc0e177b4c12c032008f43f33bd3d80528,ml-transfer-gap-review-v1,ml_transfer_gap_audit,https://openalex.org/W7126249872,W7126249872,W7126249872,Apple's Strategy Success Factors and Challenges in Europe: A Case Study of Apple's Business Model and International Marketing,2026,0,annales_universitatis_mariae_curie_sk_odowska_sectio_h_oeconomia,International Business and FDI;Environmental Sustainability in Business;Impact of AI and Big Data on Business and Society,"Theoretical background: The study is situated in the area of global competitive and marketing strategy with a reference to the standardization and adaptation strategic dilemma. Purpose of the article: This study aims to explore Apple's strategic success in the European market, examining how the company balances global consistency with local adaptation. It...",transfer_gap_external_blind_balance,ext,,,,
