row_id,worksheet_version,review_pool_variant,paper_id,openalex_work_id,work_id,title,year,citation_count,source_slug,topics,abstract_preview,sample_reason,relevance_label,novelty_label,bridge_like_label,reviewer_notes
d92cfee54b8efa82d8913c262f9ea6c799142f04b478e905d1f30fd8cbba9741,ml-bridge-top-ranked-v1,ml_bridge_top_ranked_validation_audit,https://openalex.org/W4411141874,W4411141874,W4411141874,"Physical Modeling of a Spring Reverb Tank Incorporating Helix Angle, Damping, and Magnetic Bead Coupling",2025,1,jaes,Spacecraft and Cryogenic Technologies;Fluid Dynamics Simulations and Interactions;Oil and Gas Production Techniques,Reproducing the main features of a spring reverb tank impulse response across the hearing range with a physical model presents unique challenges because of the high levels of coupling between the spring's vibrational polarizations. Previous attempts based on a model that includes helix angle can accurately simulate helical spring vibrations but see discrepa…,bridge_top_ranked,,,,
8b817beb83e794eaf984fdbc2ed33660a9b465b40cd953f15f06fd36e6e5ae62,ml-bridge-top-ranked-v1,ml_bridge_top_ranked_validation_audit,https://openalex.org/W4408772031,W4408772031,W4408772031,CCMusic: An Open and Diverse Database for Chinese Music Information Retrieval Research,2025,6,tismir,Music and Audio Processing;Diverse Musicological Studies;Music Technology and Sound Studies,"Data are crucial in various computer‑related fields, including music information retrieval (MIR), an interdisciplinary area bridging computer science and music. This paper introduces CCMusic, an open and diverse database comprising multiple datasets specifically designed for tasks related to Chinese music, highlighting our focus on this culturally rich doma…",bridge_top_ranked,,,,
785b0631a3c8e7da4a31363b7a1b8ce0476332e93a2a5d316fbade600f5c7988,ml-bridge-top-ranked-v1,ml_bridge_top_ranked_validation_audit,https://openalex.org/W4409215217,W4409215217,W4409215217,Modeling Time-Variant Responses of Optical Compressors With Selective State Space Models,2025,3,jaes,Extremum Seeking Control Systems;Real-time simulation and control systems,This paper presents a method for modeling optical dynamic range compressors using deep neural networks with selective state space models. The proposed approach surpasses previous methods based on recurrent layers by employing a selective state space block to encode the input audio. It features a refined technique integrating feature-wise linear modulation a…,bridge_top_ranked,,,,
d8ee671256d634b23fac6e2f14b4f7e2ed4b0695a4c8a1a8859bc5326b3f94f1,ml-bridge-top-ranked-v1,ml_bridge_top_ranked_validation_audit,https://openalex.org/W4409215261,W4409215261,W4409215261,Toward an Improved Auditory Model for Predicting Binaural Coloration,2025,6,jaes,Color Science and Applications,"The evaluation of audio quality is important in the development of immersive audio algorithms and reproduction systems, and binaural models are often used for this as a quick alternative to listening tests. Coloration (i.e., perceived loudness differences integrated across ears and frequency) is one key quality aspect; however, the majority of models used t…",bridge_top_ranked,,,,
66aff83e445f4876a0d5c92098a9ec2d6715d9a7bce3d7b7d81fc1bc71b58bce,ml-bridge-top-ranked-v1,ml_bridge_top_ranked_validation_audit,https://openalex.org/W4410091503,W4410091503,W4410091503,Towards an 'Everything Corpus': A Framework and Guidelines for the Curation of More Comprehensive Multimodal Music Data,2025,2,tismir,Music and Audio Processing;Diverse Musicological Studies;Natural Language Processing Techniques,Music information retrieval (MIR) is increasingly concerned with properly managing the complexity of musical data and the curation of high-quality multimodal datasets for use in a variety of computational tasks. This article presents (1) a conceptual framework for how practitioners interested in MIR-from musicians to scientists-can understand the multitude…,bridge_top_ranked,,,,
73bcbdc450dc50df5d703ee1216155d931ae879430fe704fcdc6b15b2d01fbfb,ml-bridge-top-ranked-v1,ml_bridge_top_ranked_validation_audit,https://openalex.org/W4409967775,W4409967775,W4409967775,ChoraleBricks: A Modular Multitrack Dataset for Wind Music Research,2025,3,tismir,Music and Audio Processing;Music Technology and Sound Studies;Animal Vocal Communication and Behavior,"Concert band and wind music are deeply embedded in society and play a significant role in the cultural landscape of many countries, including Germany and Austria, particularly within the amateur music scene. However, this type of music, as well as research on wind and brass instruments in general, remains largely overlooked in the field of music information…",bridge_top_ranked,,,,
73d8244a36d4683cf94a6859992512af70e764e6501b79244591642692efe5d6,ml-bridge-top-ranked-v1,ml_bridge_top_ranked_validation_audit,https://openalex.org/W7131681001,W7131681001,W7131681001,Inferring Communities of Medieval Music Manuscripts Using Stochastic Block Models,2026,0,tismir,Authorship Attribution and Profiling;Digital Humanities and Scholarship;Music and Audio Processing,"What can we learn from the content of surviving medieval music manuscripts about their cultural context? Our study maps the spread of so‑called trope elements (textual- musical insertions into Gregorian chant) in manuscripts across medieval central Europe, specifically the Carolingian Empire and the Italian Peninsula, from the 9th to the 14th century. Using…",bridge_top_ranked,,,,
f8b0c8f461cadc9e0de0b5104975cf484da1246f11bac5b1f070776c6d6f9b1a,ml-bridge-top-ranked-v1,ml_bridge_top_ranked_validation_audit,https://openalex.org/W4415947443,W4415947443,W4415947443,Beyond a Western Center of Music Information Retrieval: A Bibliometric Analysis of the First 25 Years of ISMIR Authorship,2025,1,tismir,Music and Audio Processing;Diverse Musicological Studies;Information Retrieval and Search Behavior,"Over the past two decades, the music information retrieval (MIR) community has grown significantly in both the volume and diversity of research contributions. However, questions remain about who is represented within the community-and who is not. The influence of Western views shapes MIR research, affecting author representation, topic selection, cross-cult…",bridge_top_ranked,,,,
b4168dd6b8c487f01d69b5cacf4ee5f9349046970f557bce66c3ac478e32d909,ml-bridge-top-ranked-v1,ml_bridge_top_ranked_validation_audit,https://openalex.org/W4409474070,W4409474070,W4409474070,Analysis of Various 3D Acquisition Techniques and Mesh Differences for Head-related Transfer Functions Calculation,2025,1,jaes,Engineering Applied Research;Simulation and Modeling Applications,The head mesh is a fundamental component in simulating head-related transfer functions (HRTFs). The techniques utilized for acquiring and preprocessing 3D meshes prior to calculation directly influence HRTF results. This study aims to compare the meshes obtained through different methods and analyze the impact of mesh differences on HRTFs. Three mesh captur…,bridge_top_ranked,,,,
1313abaf295a668343ad095b164a0b41c9c761e454cafdadd098dbf602396426,ml-bridge-top-ranked-v1,ml_bridge_top_ranked_validation_audit,https://openalex.org/W4411649085,W4411649085,W4411649085,The AI Music Arms Race: On the Detection of AI-Generated Music,2025,2,tismir,Music and Audio Processing;Music Technology and Sound Studies;Time Series Analysis and Forecasting,"Several companies now offer platforms for users to create music at unprecedented scales by textual prompting. As the quality of this music rises, concern grows about how to differentiate AI‑generated music from human‑made music, with implications for content identification, copyright enforcement, and music recommendation systems. This article explores the d…",bridge_top_ranked,,,,
